composition,Eg (eV),Classified,Compound,Number of Elements,Elements+Coeff,At no_sum,At no_wt_avg,At no_maximum,At no_minimum,At wt_sum,At wt_wt_avg,At wt_maximum,At wt_minimum,At Rad_sum,At Rad_wt_avg,At Rad_maximum,At Rad_minimum,Cov Rad_sum,Cov Rad_wt_avg,Cov Rad_maximum,Cov Rad_minimum,Ion Rad_sum,Ion Rad_wt_avg,Ion Rad_maximum,Ion Rad_minimum,No of val e-_sum,No of val e-_wt_avg,No of val e-_maximum,No of val e-_minimum,s e-_sum,s e-_wt_avg,s e-_maximum,s e-_minimum,p e-_sum,p e-_wt_avg,p e-_maximum,p e-_minimum,d e-_sum,d e-_wt_avg,d e-_maximum,d e-_minimum,outer shell e-_sum,outer shell e-_wt_avg,outer shell e-_maximum,outer shell e-_minimum,first IE_sum,first IE_wt_avg,first IE_maximum,first IE_minimum,polarizability_sum,polarizability_wt_avg,polarizability_maximum,polarizability_minimum,MP_sum,MP_wt_avg,MP_maximum,MP_minimum,BP_sum,BP_wt_avg,BP_maximum,BP_minimum,density_sum,density_wt_avg,density_maximum,density_minimum,specific heat_sum,specific heat_wt_avg,specific heat_maximum,specific heat_minimum,heat fusion_sum,heat fusion_wt_avg,heat fusion_maximum,heat fusion_minimum,heat vap_sum,heat vap_wt_avg,heat vap_maximum,heat vap_minimum,ther cond_sum,ther cond_wt_avg,ther cond_maximum,ther cond_minimum
CuIn3Te5,1.2,1,CuIn3Te5,3,"[['Cu', 1], ['In', '3'], ['Te', '5']]",0.396103896,0.591238504,0.540229885,0.518518519,0.435950115,0.619468708,0.513995596,0.699498983,0.318632856,0.397765972,0.327014218,0.570422535,0.354138399,0.514910537,0.358490566,0.726618705,0.350850077,0.397172588,0.375634518,0.437125749,0.45,0.61302682,0.833333333,0.2,0.444444444,0.771565495,0.6,0.6,0.509803922,0.751505667,0.724137931,0.5,0.476190476,0.658249158,0.625,0.5,0.242424242,0.313131313,0.294117647,0,0.311318135,0.383297298,0.359428571,0.256929788,0.132358995,0.135137598,0.11780243,0.285960083,0.250044821,0.15933342,0.337160212,0.157877551,0.323184944,0.259922979,0.435722321,0.091872153,0.385182047,0.46163711,0.379182492,0.545534905,0.026348007,0.008528454,0.012979644,0.141248721,0.197383187,0.188977035,0.161556152,0.061269586,0.281620096,0.205202062,0.36515998,0.082046415,0.499441496,0.256065253,0.930224591,0.01994185
LiMgAs,0.7,1,LiMgAs,3,"[['Li', 1], ['Mg', 1], ['As', 1]]",0.12987013,0.154723603,0.32183908,0.037037037,0.201684247,0.241500568,0.282154663,0.454256771,0.320837927,0.425010217,0.379146919,0.507042254,0.321573948,0.459244533,0.352201258,0.633093525,0.282843895,0.284213049,0.269035533,0.347305389,0.3,0.287356322,0.666666667,0,0.222222222,0.330670927,0.4,0.2,0.196078431,0.245411865,0.482758621,0,0.095238095,0.116161616,0.3125,0,0.181818182,0.151515152,0.235294118,0,0.284253579,0.286140448,0.300952381,0.20332067,0.24454508,0.265992346,0.379292129,0.217136958,0.155968984,0.142574316,0.22470794,0,0.210997424,0.247907473,0.211130718,0.18177021,0.141311738,0.198028563,0.234490866,0.06250477,0.244584021,0.129871173,0.238953117,0.271238485,0.233700411,0.204445557,0.259486393,0.055845721,0.146652768,0.154845855,0.170898933,0.055215253,0.303760602,0.342875047,0.372021317,0.333293775
InSb,0.18,1,InSb,2,"[['In', 1], ['Sb', 1]]",0.298701299,0.6121673,0.528735632,0.888888889,0.354589923,0.629125766,0.488280193,0.921635874,0.169790518,0.437270127,0.327014218,0.64084507,0.176390773,0.52584493,0.358490566,0.776978417,0.205564142,0.336927501,0.289340102,0.45508982,0.3,0.517241379,0.666666667,0.4,0.288888889,0.808306709,0.6,0.9,0.382352941,0.755868545,0.689655172,0.791666667,0.380952381,0.696969697,0.625,1,0.181818182,0.272727273,0.235294118,0.4,0.079022444,0.245941171,0.193047619,0.256929788,0.086043639,0.157736468,0.11780243,0.354783207,0.15089477,0.212121607,0.219764386,0.175420408,0.234641791,0.419994817,0.342675567,0.397890514,0.254491213,0.538553605,0.305028034,0.782484249,0.006227711,0.007493793,0.002269665,0.147389969,0.131592902,0.177806311,0.184074358,0.061269586,0.138730264,0.222226099,0.269768918,0.114830472,0.109109607,0.184757208,0.190605253,0.159950157
Ba2ZnV2O8,3.48,1,Ba2ZnV2O8,4,"[['Ba', '2'], ['Zn', 1], ['V', '2'], ['O', '8']]",0.353896104,0.200260985,0.586206897,0.12962963,0.393380381,0.281016575,0.556804724,0.493502457,0.528114664,0.246958599,0.786729858,0.042253521,0.549525102,0.323749809,0.817610063,0.251798561,0.595054096,0.583700649,0.593908629,0.353293413,0.45,0.25198939,0.666666667,0.2,0.555555556,0.384369624,0.8,0.3,0.5,0.320923208,0.793103448,0.166666667,0.314285714,0.15011655,0.625,0,0.303030303,0.314685315,0.294117647,0.2,0.579211795,0.616963807,0.650380952,0.178978472,0.375257308,0.173886529,0.638140518,0.019270475,0.457776216,0.182159678,0.552467379,0.022187755,0.413221838,0.19537259,0.586014637,0.014673896,0.308073906,0.148640772,0.29688913,0.000145299,0.089317081,0.049065933,0.050925598,0.145342886,0.225746384,0.079999295,0.212341893,0,0.354102362,0.154845457,0.559421026,0.005107411,0.174020646,0.058445194,0.278987438,0.000117874
TlSe,0.57,1,TlSe,2,"[['Tl', 1], ['Se', 1]]",0.347402597,0.713073998,0.873563218,0.611111111,0.409426826,0.738468001,0.851923638,0.766280424,0.136714443,0.363710666,0.327014218,0.429577465,0.15468114,0.478131213,0.377358491,0.64028777,0.273570325,0.461182994,0.644670051,0.299401198,0.35,0.603448276,0.833333333,0.4,0.288888889,0.808306709,0.8,0.7,0.392156863,0.775501494,0.827586207,0.666666667,0.380952381,0.696969697,0.9375,0.5,0.212121212,0.318181818,0.294117647,0.4,0.113913505,0.317226972,0.295142857,0.300548755,0.046932894,0.095407326,0.067617538,0.191328286,0.119358446,0.16740917,0.135020333,0.2,0.137328412,0.261299894,0.236725845,0.197117275,0.298383321,0.629875513,0.509404956,0.524462335,0.006759994,0.007924902,0.008511242,0.067553736,0.04866138,0.070316954,0.045611345,0.081357975,0.086155958,0.142062966,0.19055358,0.044085929,0.047851188,0.081027254,0.106874762,0.003407536
Bi2SI2O11,3.74,1,Bi2SI2O11,4,"[['Bi', '2'], ['S', 1], ['I', '2'], ['O', '11']]",0.493506494,0.255630301,0.896551724,0.12962963,0.527390768,0.333149015,0.872155627,0.493502457,0.284454245,0.075296281,0.265402844,0.042253521,0.416553596,0.211605368,0.396226415,0.251798561,0.737248841,0.681101099,1,0.221556886,0.9,0.387931034,1,0.2,0.555555556,0.353634185,0.8,0.3,0.617647059,0.348484848,0.896551724,0.166666667,0.476190476,0.21780303,0.9375,0,0.666666667,0.454545455,0.352941176,0.8,0.708672271,0.727035217,0.650380952,0.460953989,0.086661177,0.029715692,0.078182779,0.019270475,0.195295913,0.06269566,0.172918327,0.022187755,0.21477493,0.083746947,0.253445183,0.014673896,0.330948592,0.15577661,0.418972689,0.000145299,0.098578804,0.052738648,0.050925598,0.060388946,0.116486416,0.034583735,0.098217708,0,0.08901884,0.035575831,0.187404774,0.005107411,0.00888039,0.003690928,0.018492577,0.000117874
Pb0.99Ge0.01Te,0.32,1,Pb0.99Ge0.01Te,3,"[['Pb', '0.99'], ['Ge', '0.01'], ['Te', 1]]",0.512987013,0.837525592,0.885057471,0.574074074,0.554897874,0.855624854,0.864320109,0.738768931,0.294377067,0.407135268,0.317535545,0.570422535,0.343283582,0.534015905,0.383647799,0.64028777,0.380216383,0.504502978,0.487309645,0.317365269,0.6,0.689655172,0.833333333,0.6,0.511111111,0.916325879,0.8,0.7,0.598039216,0.910576184,0.862068966,0.583333333,0.571428571,0.867727273,0.9375,0.5,0.363636364,0.363636364,0.294117647,0.6,0.355222298,0.417380943,0.359428571,0.478120163,0.104569782,0.119863313,0.078182779,0.285960083,0.253131576,0.155247076,0.299727859,0.157877551,0.320084583,0.238021887,0.484789945,0.091872153,0.393956678,0.616462312,0.488605534,0.545534905,0.017352425,0.002749011,0.008511242,0.065506653,0.322612867,0.173175878,0.298869299,0.09140217,0.274424754,0.171381009,0.408329101,0.082046415,0.100870411,0.066604815,0.139436619,0.01994185
ZrSe3,1.25,1,ZrSe3,2,"[['Zr', 1], ['Se', '3']]",0.214285714,0.417081018,0.402298851,0.611111111,0.276744954,0.459570171,0.353902575,0.766280424,0.191841235,0.360032693,0.563981043,0.429577465,0.195386703,0.485586481,0.566037736,0.64028777,0.15301391,0.209848018,0.248730964,0.299401198,0.4,0.775862069,0.833333333,0.6,0.244444444,0.642971246,0.6,0.7,0.323529412,0.6184379,0.586206897,0.666666667,0.20952381,0.365909091,0.375,0.5,0.181818182,0.363636364,0.294117647,0.2,0.131762983,0.426141566,0.295142857,0.400028141,0.124125154,0.140513942,0.265715795,0.191328286,0.302027798,0.289688162,0.53565257,0.2,0.328222082,0.375574684,0.785011113,0.197117275,0.198318413,0.381460997,0.270663773,0.524462335,0.01469101,0.015275305,0.008511242,0.220061412,0.151817094,0.141683494,0.195093906,0.104057855,0.298466858,0.251014735,0.720670391,0.044085929,0.024163501,0.021314517,0.053380281,0.003407536
ZnTe,2.26,1,ZnTe,2,"[['Zn', 1], ['Te', 1]]",0.24025974,0.491079263,0.540229885,0.537037037,0.303485512,0.527225947,0.513995596,0.707488147,0.143329658,0.378422558,0.260663507,0.570422535,0.147896879,0.463220676,0.333333333,0.654676259,0.228748068,0.379287328,0.375634518,0.443113772,0.3,0.517241379,0.833333333,0.2,0.244444444,0.698083067,0.6,0.7,0.323529412,0.638070849,0.724137931,0.5,0.285714286,0.522727273,0.625,0.5,0.181818182,0.272727273,0.294117647,0.2,0.211012649,0.515609888,0.359428571,0.746728577,0.051049815,0.101968289,0.049128368,0.285960083,0.120927182,0.169633337,0.165157645,0.157877551,0.069208415,0.150212415,0.132048246,0.091872153,0.212721695,0.451647955,0.29688913,0.545534905,0.014158727,0.013917312,0.013263352,0.141248721,0.142383248,0.191791916,0.161556152,0.143631981,0.075233277,0.125408511,0.135347892,0.082046415,0.126617897,0.214404303,0.278987438,0.01994185
ZnSb,1.05,1,ZnSb,2,"[['Zn', 1], ['Sb', 1]]",0.237012987,0.48435215,0.528735632,0.537037037,0.296634461,0.513565269,0.488280193,0.707488147,0.154355017,0.402942378,0.260663507,0.64084507,0.149253731,0.466202783,0.339622642,0.654676259,0.196290572,0.31998357,0.269035533,0.443113772,0.25,0.431034483,0.666666667,0.2,0.244444444,0.698083067,0.6,0.7,0.31372549,0.6184379,0.689655172,0.5,0.285714286,0.522727273,0.625,0.5,0.151515152,0.227272727,0.235294118,0.2,0.166906511,0.425496795,0.262285714,0.644435064,0.059283656,0.115090213,0.064976228,0.303165864,0.181918011,0.256106591,0.219764386,0.28277551,0.161308757,0.30040612,0.264530832,0.244630104,0.25107991,0.531456048,0.29688913,0.782484249,0.014478097,0.014175978,0.013263352,0.147389969,0.156873143,0.210572584,0.184074358,0.143631981,0.084894867,0.140140105,0.135347892,0.114830472,0.148245786,0.251027185,0.278987438,0.159950157
Rb2AgPS4,2.6,1,Rb2AgPS4,4,"[['Rb', '2'], ['Ag', 1], ['P', 1], ['S', '4']]",0.347402597,0.275811641,0.482758621,0.259259259,0.37780677,0.33205428,0.427154727,0.558379158,0.5292172,0.428075194,0.843601896,0.316901408,0.578018996,0.516898608,0.849056604,0.532374101,0.510046368,0.331279524,0.654822335,0.221556886,0.55,0.517241379,0.833333333,0,0.511111111,0.491413738,0.5,0.5,0.529411765,0.476099018,0.586206897,0.375,0.285714286,0.174242424,0.625,0,0.333333333,0.272727273,0.294117647,0,0.521669318,0.372189769,0.362571429,0.038412832,0.399135447,0.301667578,0.786053883,0.136269787,0.25929329,0.145024105,0.30543972,0.127346939,0.261151398,0.181938141,0.359758369,0.112004137,0.289570786,0.21679766,0.450623983,0.179106325,0.093149518,0.037585178,0.040286545,0.17604913,0.086890037,0.039488686,0.102242238,0.008437123,0.166962447,0.082723717,0.306995937,0.016133207,0.50298538,0.238407986,1,0.001307411
BaCu2SnSe4,0.48,1,BaCu2SnSe4,4,"[['Ba', 1], ['Cu', '2'], ['Sn', 1], ['Se', '4']]",0.522727273,0.443989471,0.586206897,0.518518519,0.544501114,0.484563507,0.556804724,0.699498983,0.56339581,0.402942378,0.786729858,0.429577465,0.617367707,0.506461233,0.817610063,0.64028777,0.469860896,0.284683713,0.568527919,0.299401198,0.6,0.560344828,0.833333333,0.2,0.666666667,0.642971246,0.8,0.6,0.696078431,0.6184379,0.793103448,0.5,0.571428571,0.435606061,0.625,0.5,0.333333333,0.272727273,0.294117647,0,0.459188568,0.361729016,0.295142857,0.178978472,0.377315768,0.19218152,0.638140518,0.191328286,0.388853242,0.24741311,0.337160212,0.2,0.524126948,0.356439461,0.44317333,0.197117275,0.4498073,0.447606291,0.379182492,0.420270183,0.04279555,0.015189083,0.012979644,0.145342886,0.196334982,0.118587268,0.118627827,0.104057855,0.376334189,0.216343153,0.36515998,0.044085929,0.499977044,0.386653924,0.930224591,0.003407536
BiPO4,3.85,1,BiPO4,3,"[['Bi', 1], ['P', 1], ['O', '4']]",0.318181818,0.23096422,0.896551724,0.12962963,0.377311696,0.312899062,0.872155627,0.493502457,0.169790518,0.082550061,0.265402844,0.042253521,0.230664858,0.203777336,0.396226415,0.251798561,0.398763524,0.556257274,0.593908629,0.22754491,0.5,0.344827586,0.666666667,0.2,0.333333333,0.330670927,0.8,0.3,0.382352941,0.310855029,0.896551724,0.166666667,0.285714286,0.174242424,0.9375,0,0.424242424,0.424242424,0.294117647,0.8,0.492287106,0.726441169,0.650380952,0.460953989,0.055784273,0.031219245,0.078182779,0.019270475,0.101654133,0.049254085,0.126817293,0.022187755,0.123239991,0.075980474,0.253445183,0.014673896,0.210245297,0.140844908,0.418972689,0.000145299,0.079150476,0.054154121,0.050925598,0.060388946,0.061486478,0.026095805,0.098217708,0,0.079713203,0.044007407,0.187404774,0.005107411,0.008449892,0.004748372,0.018492577,0.000117874
Na2Se,2,1,Na2Se,2,"[['Na', '2'], ['Se', 1]]",0.12012987,0.19060154,0.333333333,0.185185185,0.196738754,0.270759226,0.299927955,0.523788356,0.174200662,0.518185533,0.488151659,0.429577465,0.183175034,0.586481113,0.509433962,0.64028777,0.199381762,0.37458068,0.401015228,0.299401198,0.25,0.287356322,0.833333333,0,0.133333333,0.367412141,0.4,0.4,0.205882353,0.337032295,0.517241379,0.25,0.095238095,0.116161616,0.3125,0,0.151515152,0.151515152,0.294117647,0,0.090307758,0.192468224,0.295142857,0.168988321,0.16632359,0.360032805,0.374009509,0.191328286,0.095137388,0.126432107,0.11269544,0.151408163,0.099019969,0.205588139,0.126696241,0.197117275,0.093155502,0.15675758,0.178422861,0.113664288,0.065364348,0.068452558,0.0729839,0.264073695,0.038364307,0.049511703,0.045611345,0.047810366,0.053215021,0.110366778,0.108303707,0.044085929,0.000526382,0.00061759,0.001095241,0.000268016
InAs,0.35,1,InAs,2,"[['In', 1], ['As', 1]]",0.24025974,0.491079263,0.505747126,0.592592593,0.299674332,0.519626631,0.457741225,0.748783938,0.148842337,0.390682468,0.327014218,0.507042254,0.149253731,0.466202783,0.358490566,0.633093525,0.177743431,0.286095708,0.289340102,0.347305389,0.3,0.517241379,0.666666667,0.4,0.244444444,0.698083067,0.6,0.7,0.323529412,0.638070849,0.620689655,0.625,0.285714286,0.522727273,0.625,0.5,0.181818182,0.272727273,0.235294118,0.4,0.107627054,0.304383148,0.300952381,0.256929788,0.069575957,0.131492619,0.11780243,0.217136958,0.044280835,0.060963569,0.097117166,0,0.169597478,0.313923048,0.342675567,0.18177021,0.236221787,0.500542241,0.305028034,0.669628929,0.012668334,0.012710208,0.009007731,0.174002047,0.180118632,0.240701571,0.259486393,0.061269586,0.121161425,0.195437858,0.269768918,0.055215253,0.135886992,0.230099824,0.190605253,0.333293775
La4FeSb2S10,1,1,La4FeSb2S10,4,"[['La', '4'], ['Fe', 1], ['Sb', '2'], ['S', '10']]",0.461038961,0.347831323,0.597701149,0.277777778,0.485913075,0.399388704,0.563751799,0.563111299,0.480705623,0.326353999,0.511848341,0.316901408,0.586160109,0.490585896,0.767295597,0.532374101,0.402782071,0.232240586,0.421827411,0.221556886,0.75,0.689655172,0.833333333,0.4,0.644444444,0.587859425,0.8,0.5,0.647058824,0.547990259,0.793103448,0.416666667,0.447619048,0.266488414,0.65625,0,0.393939394,0.336898396,0.294117647,0.2,0.517983287,0.412392029,0.351028571,0.228507106,0.314121037,0.205592899,0.500792393,0.136269787,0.50021349,0.230559958,0.454165416,0.158514286,0.567666396,0.334362197,0.597100285,0.146624171,0.419579359,0.291762713,0.331253391,0.229095144,0.065630489,0.032614749,0.035747216,0.135107472,0.245908917,0.083221318,0.184074358,0.030333467,0.409219191,0.194688052,0.492127984,0.016133207,0.119619731,0.037044917,0.183627712,0.001307411
GdSb2BO8,3.48,1,GdSb2BO8,4,"[['Gd', 1], ['Sb', '2'], ['B', 1], ['O', '8']]",0.38961039,0.202934581,0.67816092,0.074074074,0.435778223,0.286272366,0.644487076,0.471023618,0.403528115,0.125051083,0.691943128,0.042253521,0.454545455,0.228131213,0.698113208,0.251798561,0.478825348,0.550044499,0.593908629,0.137724551,0.55,0.287356322,0.666666667,0.2,0.511111111,0.330670927,0.8,0.3,0.480392157,0.294494238,0.793103448,0.041666667,0.39047619,0.177146465,0.65625,0,0.424242424,0.386363636,0.294117647,0.2,0.62137393,0.694632502,0.650380952,0.304347826,0.209962948,0.064078732,0.366085578,0.019270475,0.581834974,0.163893426,0.619726617,0.022187755,0.547926206,0.182943914,0.63129315,0.014673896,0.312792876,0.143913944,0.332835956,0.000145299,0.110342258,0.053449977,0.058798496,0.147389969,0.482741611,0.128177396,0.472978153,0,0.437247972,0.121246189,0.627983748,0.005107411,0.063821406,0.024957227,0.062683669,0.000117874
SbSeI,1.68,1,SbSeI,3,"[['Sb', 1], ['Se', 1], ['I', 1]]",0.422077922,0.558350395,0.551724138,0.611111111,0.461343995,0.586666877,0.510934526,0.766280424,0.23814774,0.302411116,0.218009479,0.429577465,0.335142469,0.479125249,0.339622642,0.64028777,0.499227202,0.547785308,1,0.299401198,0.8,0.862068966,1,0.8,0.466666667,0.734824281,0.6,0.7,0.578431373,0.755868545,0.75862069,0.666666667,0.476190476,0.580808081,0.625,0.5,0.484848485,0.454545455,0.352941176,0.8,0.395061728,0.437068273,0.295142857,0.644435064,0.081926719,0.093220339,0.064976228,0.191328286,0.243252074,0.22507473,0.219764386,0.2,0.228124705,0.266527815,0.264530832,0.197117275,0.319685017,0.445444164,0.278079219,0.524462335,0.03374674,0.016029745,0.01617136,0.147389969,0.193005389,0.169281753,0.184074358,0.104057855,0.048231675,0.054800238,0.06932453,0.035285998,0.025655825,0.028928589,0.055706128,0.002934174
SiSn,0.59,1,SiSn,2,"[['Si', 1], ['Sn', 1]]",0.181818182,0.369991226,0.517241379,0.240740741,0.249321402,0.419225231,0.474870158,0.545865709,0.133406836,0.35635472,0.274881517,0.485915493,0.134328358,0.433399602,0.339622642,0.575539568,0.132921175,0.204200041,0.233502538,0.239520958,0.3,0.517241379,0.5,0.6,0.2,0.587859425,0.6,0.5,0.264705882,0.520273154,0.655172414,0.333333333,0.19047619,0.348484848,0.625,0,0.181818182,0.272727273,0.176470588,0.6,0.105026635,0.299070241,0.148,0.468411425,0.064429807,0.123291416,0.083465399,0.285960083,0.251913151,0.355346227,0.421829244,0.206171429,0.335435167,0.584364787,0.453532051,0.604550299,0.171975568,0.366871573,0.305028034,0.272762192,0.032149891,0.028488785,0.036101851,0.157625384,0.342960378,0.451764317,0.474894596,0.140216955,0.321924182,0.501552632,0.440071102,0.50501251,0.223428445,0.378335298,0.348762847,0.446633834
Ba2Ga8SiS16,3.4,1,Ba2Ga8SiS16,4,"[['Ba', '2'], ['Ga', '8'], ['Si', 1], ['S', '16']]",0.353896104,0.25338793,0.586206897,0.240740741,0.390500196,0.313902947,0.556804724,0.545865709,0.498346196,0.291150161,0.786729858,0.316901408,0.545454545,0.394079965,0.817610063,0.532374101,0.387944359,0.188824993,0.568527919,0.221556886,0.65,0.6449553,0.833333333,0.2,0.555555556,0.48171814,0.8,0.5,0.529411765,0.435924187,0.793103448,0.333333333,0.285714286,0.154882155,0.625,0,0.393939394,0.34006734,0.294117647,0.2,0.451584236,0.384404583,0.351028571,0.178978472,0.356319473,0.136060993,0.638140518,0.136269787,0.391621531,0.141689728,0.421829244,0.123644898,0.47444676,0.261403718,0.453532051,0.146624171,0.251004103,0.245106108,0.242765419,0.229095144,0.088784798,0.037601145,0.036101851,0.145342886,0.393150905,0.075180096,0.474894596,0.030333467,0.379217411,0.159253846,0.440071102,0.016133207,0.203041586,0.054320325,0.348762847,0.001307411
PbS,0.37,1,PbS,2,"[['Pb', 1], ['S', 1]]",0.292207792,0.598713074,0.885057471,0.277777778,0.357745182,0.635417206,0.864320109,0.563111299,0.116868798,0.31957499,0.317535545,0.316901408,0.13568521,0.43638171,0.383647799,0.532374101,0.205564142,0.336927501,0.487309645,0.221556886,0.4,0.689655172,0.833333333,0.6,0.244444444,0.698083067,0.8,0.5,0.343137255,0.677336748,0.862068966,0.416666667,0.285714286,0.522727273,0.9375,0,0.242424242,0.363636364,0.294117647,0.6,0.160589765,0.412591074,0.351028571,0.478120163,0.044462742,0.091470749,0.078182779,0.136269787,0.110242081,0.15448392,0.141319419,0.158514286,0.138835821,0.263758117,0.284703077,0.146624171,0.241850438,0.512253211,0.488605534,0.229095144,0.027093203,0.024393253,0.035747216,0.065506653,0.029115438,0.044983031,0.03957455,0.030333467,0.085159289,0.140543286,0.208633824,0.016133207,0.036197876,0.061294497,0.081290445,0.001307411
RbI,6.37,1,RbI,2,"[['Rb', 1], ['I', 1]]",0.266233766,0.544896168,0.551724138,0.666666667,0.326211668,0.572540844,0.510934526,0.794475588,0.270121279,0.66040049,0.843601896,0.514084507,0.282225237,0.758449304,0.849056604,0.776978417,0.539412674,0.946909016,1,0.910179641,0.3,0.517241379,1,0,0.266666667,0.753194888,0.6,0.8,0.392156863,0.775501494,0.75862069,0.75,0.285714286,0.522727273,0.625,0.5,0.181818182,0.272727273,0.352941176,0,0.048776793,0.184146389,0.226857143,0.038412832,0.336146562,0.556314926,0.786053883,0.268754301,0.115643017,0.162141407,0.172918327,0.127346939,0.107653526,0.212907228,0.149857976,0.199009379,0.137104464,0.294318761,0.258003256,0.179106325,0.025017299,0.022711929,0.01617136,0.308085977,0.05081945,0.073114075,0.068896129,0.039574126,0.03704457,0.067179946,0.07440325,0.035285998,0.060136858,0.101830795,0.134784925,0.002934174
Cu3AsS4,1.48,1,Cu3AsS4,3,"[['Cu', '3'], ['As', 1], ['S', '4']]",0.227272727,0.248903188,0.32183908,0.277777778,0.277154857,0.30620936,0.282154663,0.563111299,0.232635061,0.278504291,0.274881517,0.316901408,0.278154681,0.384940358,0.295597484,0.532374101,0.224111283,0.196434073,0.253807107,0.221556886,0.55,0.581896552,0.833333333,0.2,0.311111111,0.436301917,0.4,0.5,0.352941176,0.417200171,0.482758621,0.416666667,0.19047619,0.174242424,0.3125,0,0.303030303,0.272727273,0.294117647,0,0.407225631,0.454011116,0.351028571,0.520191361,0.077398106,0.086550027,0.086106709,0.136269787,0.19953622,0.224323586,0.337160212,0,0.247411736,0.298685446,0.435722321,0.146624171,0.304391005,0.385285792,0.379182492,0.229095144,0.058231756,0.034869193,0.035747216,0.271238485,0.250903306,0.140284933,0.259486393,0.030333467,0.164348733,0.184267045,0.36515998,0.016133207,0.463606145,0.545239723,0.930224591,0.001307411
Ag3SbS3,2.1,1,Ag3SbS3,3,"[['Ag', '3'], ['Sb', 1], ['S', '3']]",0.344155844,0.400743743,0.528735632,0.277777778,0.384039243,0.437778817,0.488280193,0.563111299,0.275633958,0.351450756,0.369668246,0.316901408,0.322930801,0.445328032,0.377358491,0.532374101,0.333848532,0.352257724,0.52284264,0.221556886,0.5,0.467980296,0.833333333,0,0.4,0.57211319,0.6,0.5,0.470588235,0.559539052,0.689655172,0.416666667,0.380952381,0.398268398,0.625,0,0.303030303,0.246753247,0.294117647,0,0.374985483,0.415930615,0.351028571,0.499929647,0.092836558,0.09906272,0.083465399,0.136269787,0.291687111,0.264983907,0.30543972,0.158514286,0.28600807,0.316265943,0.359758369,0.146624171,0.352604097,0.484262922,0.450623983,0.229095144,0.043860116,0.025809753,0.035747216,0.147389969,0.191833866,0.127686473,0.184074358,0.030333467,0.158622969,0.186211228,0.306995937,0.016133207,0.467725742,0.654932728,1,0.001307411
K2Cu2Sn2S6,1.47,1,K2Cu2Sn2S6,4,"[['K', '2'], ['Cu', '2'], ['Sn', '2'], ['S', '6']]",0.344155844,0.266842157,0.517241379,0.277777778,0.374341423,0.32349824,0.474870158,0.563111299,0.534729879,0.377605231,0.739336493,0.316901408,0.5807327,0.472166998,0.742138365,0.532374101,0.454404946,0.264445129,0.583756345,0.221556886,0.55,0.545977011,0.833333333,0,0.511111111,0.477635783,0.6,0.5,0.519607843,0.45482999,0.655172414,0.416666667,0.285714286,0.174242424,0.625,0,0.303030303,0.272727273,0.294117647,0,0.452770835,0.365531441,0.351028571,0.060644435,0.398517909,0.224876982,0.70945589,0.136269787,0.298852581,0.176657021,0.337160212,0.137510204,0.440374422,0.288442848,0.44317333,0.146624171,0.350443605,0.289468764,0.379182492,0.101840234,0.092617235,0.038433025,0.039435421,0.157625384,0.138560383,0.066853852,0.118627827,0.030333467,0.336009763,0.17669255,0.36515998,0.016133207,0.58410438,0.329862298,0.930224591,0.001307411
Sb2Te3,0.35,1,Sb2Te3,2,"[['Sb', '2'], ['Te', '3']]",0.308441558,0.633694063,0.540229885,0.925925926,0.369577111,0.661741657,0.513995596,0.95169922,0.133406836,0.351450756,0.218009479,0.570422535,0.170963365,0.51332008,0.339622642,0.769784173,0.231839258,0.396796057,0.375634518,0.45508982,0.45,0.793103448,0.833333333,0.8,0.288888889,0.808306709,0.6,0.9,0.411764706,0.818693982,0.724137931,0.875,0.380952381,0.696969697,0.625,1,0.272727273,0.418181818,0.294117647,0.8,0.192658234,0.496132668,0.359428571,0.644435064,0.057225196,0.109185347,0.064976228,0.285960083,0.145825273,0.187639387,0.219764386,0.157877551,0.115334197,0.19539383,0.264530832,0.091872153,0.204837793,0.419283093,0.278079219,0.545534905,0.004524405,0.006062512,0.000425562,0.141248721,0.219333835,0.287773119,0.184074358,0.34712736,0.04879103,0.082144145,0.06932453,0.082046415,0.027747551,0.039660837,0.055706128,0.01994185
Zn0.8Hg0.2Se,1.4,1,Zn0.8Hg0.2Se,3,"[['Zn', '0.8'], ['Hg', '0.2'], ['Se', 1]]",0.441558442,0.437262357,0.862068966,0.537037037,0.481650368,0.476726094,0.835229091,0.707488147,0.309812569,0.343604414,0.398104265,0.429577465,0.302578019,0.415506958,0.295597484,0.64028777,0.313755796,0.262374204,0.401015228,0.299401198,0.4,0.517241379,0.833333333,0.2,0.466666667,0.631948882,0.8,0.7,0.5,0.567392232,0.793103448,0.5,0.476190476,0.418181818,0.9375,0.5,0.242424242,0.272727273,0.294117647,0.2,0.448206216,0.491170516,0.358095238,0.746728577,0.074722108,0.082285402,0.049128368,0.191328286,0.160734169,0.171556154,0.165157645,0.095628571,0.140733115,0.190430125,0.132048246,0.128120657,0.466010993,0.495376796,0.588307108,0.524462335,0.027944855,0.016943695,0.013263352,0.07778915,0.082265603,0.087067712,0.06448831,0.042788268,0.094149653,0.099077725,0.135347892,0.044085929,0.132611912,0.171119544,0.278987438,0.003407536
